NAME,ADDRESS,CATEGORY,DESCRIPTION,COUNTY,LATITUDE,LONGITUDE,RATING
Hotel Resort Hart,505303 Predeal,Hotel,N/A,Bra?ov,45.52566,25.57151,0
Predeal,Strada Muncii 6 505300 Predeal,Hotel,"Predeal (pronounced [pre?de?al]; German: Schanzpass; Hungarian: Prede�l) is a town in Bra?ov County, Romania. Predeal, a mountain resort town, is the highest town in Romania. It is located in the Prahova Valley at an elevation of over 1,000 m (3,281 ft). The town administers three villages: P�r�ul Rece (Hidegpatak), Timi?u de Jos (Untert�m�sch; Als�t�m�s) and Timi?u de Sus (Obert�m�sch; Fels?t�m�s). Beginning in the 2000s, the area experienced a boom in construction, and now many wealthy families own mountain retreats in Predeal. During the 2013 European Youth Olympic Winter Festival, it hosted the cross-country skiing and snowboarding competitions. They are among the best known and most quality thermal spas in the country. B?ile Felix is also at a close distance to Oradea, a major city in western Romania. Thermal springs were valued in the eighteenth century by the monk Felix Helcher of the Monastery of Klosterbruck (de) in Moravia, administrator of the Sanmartin monastery. Between 1711-1721 the first treatment facilities were organized under the name of ""Baia lui Felix"" (in HungarianF�lixf�rd?). Felix Helcher died in 1737.[1] In 1885 a new spring, with a temperature of 49 � C, was found. The thermal springs were discovered in around 1000, or in around 1200, or according to other experts, only in 1700. The only fact agreed by all experts is the appearance of the first buildings in this resort: between the years 1711 - 1721. In 1948 Sanmartin monastery area was nationalized by the communist authorities. Several recreational bases, including the one belonged to Securitate, were built on the nationalized land. The Premonstatens Order claims it latter. On April 2, 2014, the HCCJ (Higher Court of Cassation and Justice) ordered the transfer of the filed case from Oradea Court to the Giurgiu District Court, where it is now.[2] Other requests of the Premonstratens Order on retrocession the B?ile Felix lands are in progress at HCCJ.The town of Predeal is a well-known tourist destination in Romania, especially in winter. Predeal has five major ski runs, each with a difficulty grade. Most of them have snowmaking guns, and some are fitted with floodlights and ski lifts. The slopes range from 790 metres (2,590 ft) (Cl?bucet variant?) to 2,243 metres (7,359 ft) (Coco?ul).[7] Some of the town's tourist attractions include the 3 Brazi Chalet, The Susai Chalet and The Poiana Secuilor Chalet. In close proximity to Predeal are several tourist destinations, including the Pele? Castle, R�?nov Citadel, Bran Castle, The Old Town of Bra?ov, Biserica Neagr? and the Seven Ladders Canyon. The town has been certified as a climate resort by government decree (H.G. 226/1992) due to the strongly ionized air rich in ultraviolet radiation and the low atmospheric pressure. Because of this, Predeal is popular within the holistic healing community.",Bra?ov,45.506289,25.580555,0
Complex Eden,Strada Neagoe Basarab 7 505300 Predeal,Hotel,N/A,Bra?ov,45.51072,25.59105,0
Atrium Hotel Mountain View Predeal,Strada Tudor Vladimirescu 24 505300 Predeal,Hotel,N/A,Bra?ov,45.50087,25.5792,0
Mountain Sanctuary,Strada Avram Iancu 505300 Predeal,Accommodation,�,Bra?ov,45.51104,25.57269,0
Mountain Saloon,Bulevardul Mihail S?ulescu 505300 Predeal,Restaurant,N/A,Bra?ov,45.50241,25.57428,0
Gara Predeal,505300 Predeal,Railway Station,N/A,Bra?ov,45.50535,25.57493,0
Primaria Predeal,Bulevardul Mihail S?ulescu 127 505300 Predeal,Government or Community Facility,N/A,Bra?ov,45.50794,25.57373,0
Cl?bucet,Strada Teleferic 505300 Predeal,Sport Facility/Venue,N/A,Bra?ov,45.49922,25.5766,0
Mountain Saloon,?oseaua Predeal (Soseaua Predeal) R�?nov,Restaurant,N/A,Bra?ov,45.57301,25.45581,0
Hotel Belvedere Predeal,Bulevardul Libert??ii 102 505300 Predeal,Hotel,REZERVARI: 0268 456 505 HOTEL BELVEDERE PREDEAL,Bra?ov,45.51039,25.59222,0
Pension Regina,Bulevardul Mihail S?ulescu 113 505300 Predeal,Accommodation,N/A,Bra?ov,45.501,25.57408,0
Manastirea Predeal,Strada M?n?stirii Predeal,Religious Place,,Bra?ov,45.48812,25.5683,0
Klass Predeal,Strada Teleferic 1 505300 Predeal,Hotel,N/A,Bra?ov,45.49968,25.57859,0
Predeal Comfort Suites,Strada Trei Brazi 33 505300 Predeal,Hotel,N/A,Bra?ov,45.51078,25.56688,0
La Fontanella,Bulevardul Mihail S?ulescu 505300 Predeal,Snacks/Fast food,Mon-Thurs 12-3pm | 5-10pm Friday 12-3pm | 5-11pm Saturday 5-11pm Sunday 3:00 - 9:00 pm,Bra?ov,45.50072,25.57405,0
Cabana Vanatorilor,Strada Trei Brazi 3 505300 Predeal,Accommodation,HOTEL,Bra?ov,45.50939,25.56662,0
Hotel Bulevard Predeal,Bulevardul Mihail S?ulescu 129 505300 Predeal,Hotel,N/A,Bra?ov,45.50868,25.57395,0
Hotel Hera,Strada Trei Brazi 12 505300 Predeal,Hotel,N/A,Bra?ov,45.51184,25.56896,0
Orizont Hotel,6 Predeal,Hotel,N/A,Bra?ov,45.511494,25.570552,0
Predeal mountain resort.,"Bra?ov, Romania",Attraction,,Bra?ov,45.50973015,25.56922785,0
Bran with its castle often referred to as Dracula's castle.,"Bra?ov, Romania",Attraction,"Bran Castle (Romanian: Castelul Bran; German: T�rzburg; Hungarian: T�rcsv�r), situated near Bran and in the immediate vicinity of Bra?ov, is a national monument and landmark in Romania. The fortress is situated on the border between Transylvania and Wallachia, on DN73.",Bra?ov,0,0,0
The F?g?ra? Mountains.,"Bra?ov, Romania",Attraction,"F?g?ra? Mountains (Romanian: Mun?ii F?g?ra?ului [?munt?sij�f????ra?uluj] , Hungarian: Fogaras hegys�g [?fo??r??�h????e??]), are the highest mountains of the Southern Carpathians, in Romania. The highest peaks are:",Bra?ov,0,0,0
The medieval fortresses of F?g?ra? and R�?nov.,"Bra?ov, Romania",Attraction,"The page Medieval fortresses of f?g?ra? and r�?nov does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Bra?ov,0,0,0
The Fortified churches from the Saxon villages in the Burzenland area.,"Bra?ov, Romania",Attraction,The south-eastern Transylvania region in Romania currently has one of the highest numbers of existing fortified churches from the 13th to 16th centuries. It has more than 150 well preserved fortified churches of a great variety of architectural styles (out of an original 300 fortified churches).,Bra?ov,0,0,0
Br?ila,Strada Siretului Br?ila,Railway Station,"Br?ila (Romanian pronunciation:�[br??ila] (listen); Greek: ??????; Turkish: ?brail) is a city in Muntenia, eastern Romania, a port on the Danube and the capital of Br?ila County. The Sud-Est Regional Development Agency is located in Br?ila.",Br?ila,45.28122,27.95631,0
Of. Po?tal de Distribuire Br?ila,Strada General Eremia Grigorescu 25 810073 Br?ila,Post Office,N/A,Br?ila,45.2804,27.9568,0
Medieval City of Sibiu,Pia?a Mare 12 550163 Sibiu,Sights & Museums,N/A,Br?ila,45.79653,24.15249,0
Promenada Mall Br?ila,817025 Chi?cani,Shopping Centre,N/A,Br?ila,45.22908,27.93738,0
Braila Mall,817025 Chi?cani,Shopping Centre,N/A,Br?ila,45.22987,27.93745,0
The city of Br?ila.,"Br?ila, Romania",Attraction,"Br?ila (Romanian pronunciation:�[br??ila] (listen); Greek: ??????; Turkish: ?brail) is a city in Muntenia, eastern Romania, a port on the Danube and the capital of Br?ila County. The Sud-Est Regional Development Agency is located in Br?ila.",Br?ila,45.36342,27.188086,0
Lacu S?rat,Chi?cani,Administrative Region,"The spa complex operates throughout the year, with a capacity of 164 places classified as 3 stars, divided into 82 rooms, classified in the two star category. It is located in the north-eastern Baragan plain, only 5 kilometers away from Braila. The steppe climate in this area is characterized by warm summers with low rainfall and clear sky. It is one of the places in the country with the highest number of hours of sunshine, namely 2,200 hours per year. Meals are provided at their own restaurant, the unit also has space for cultural and fun activities. The treatment is provided by the new spa treatment base, equipped with facilities and equipment for performing all procedures, at the highest standards. Tourists can visit the surroundings of Br?ila, the Panait Istrati memorial house, the Small Island of Br?ila, the M?cinului Mountain and also organize trips on the Danube to the Danube Delta. Lacu Sarat resort has for free playground, tennis, etc.",Br?ila,45.21722,27.89186,0
Lacu S?rat,Pomezeu,Administrative Region,N/A,Br?ila,46.80099,22.35628,0
Gara Lacu S?rat,DC8 817025 Chi?cani,Railway Station,N/A,Br?ila,45.22625,27.86713,0
Sta?iunea Lacu S?rat,Chi?cani,Administrative Region,N/A,Br?ila,45.21579,27.91714,0
M?n?stirea Lacu S?rat,Aleea M�n?stirii 817026 Chi?cani,Religious Place,N/A,Br?ila,45.21493,27.91522,0
Plaja Lacu S?rat,Aleea Plajelor 817026 Chi?cani,Sights & Museums,N/A,Br?ila,45.21623,27.91593,0
Centrul de Agrement Lacu S?rat,Aleea M�n?stirii 817026 Chi?cani,Sights & Museums,N/A,Br?ila,45.21449,27.91213,0
Jandarmeria Lacu S?rat,Aleea Stejarului 817026 Chi?cani,Government or Community Facility,N/A,Br?ila,45.21427,27.9101,0
Sta?iunea Balnear? Lacu S?rat,Aleea Central? 817026 Chi?cani,Hospital or Healthcare Facility,N/A,Br?ila,45.21553,27.915,0
C?m. Pt. Pers. V�rstnice Lacu S?rat,Aleea Central? 817026 Chi?cani,Hospital or Healthcare Facility,N/A,Br?ila,45.21604,27.91934,0
Lac de Verde - Golf & Leisure Resort,Strada Carierei 44 105401 Breaza,Hotel,N/A,Br?ila,45.17248,25.65731,0
Parcare Sta?iunea Lacu S?rat,817026 Chi?cani,Parking Facility,N/A,Br?ila,45.21682,27.92096,0
Caffe Bar Lacu Sarat,Strada Principal? 817026 Chi?cani,Bar/Pub,N/A,Br?ila,45.216314,27.89031,0
Restaurant Lacu Sarat,Aleea Central? 817026 Chi?cani,Restaurant,N/A,Br?ila,45.215148,27.91212,0
Vila Nuf?rul,Aleea Central? 817026 Chi?cani,Accommodation,N/A,Br?ila,45.21531,27.91361,0
The Lacu S?rat�[ro] Resort.,"Br?ila, Romania",Attraction,N/A,Br?ila,45.31918747,27.38762933,0
Buz?u,Bulevardul 1 Decembrie 1918 Buz?u,Railway Station,N/A,Buz?u,45.14322,26.82577,0
Prim?ria Buz?u,Strada Sf�ntul Sava Gotul 120188 Buz?u,Government or Community Facility,N/A,Buz?u,45.15341,26.82098,0
Buz?u,?oseaua De Centur? 1 Buz?u,Restaurant,,Buz?u,45.160256,26.78594,0
School Of Beauty Buzau,Strada Plevnei 120218 Buz?u,Service,N/A,Buz?u,45.14378,26.82351,0
Kaufland,Buz?u,Food & Drink,Se �ncarc? lista de magazine,Buz?u,45.16201,26.8203,0
The city of Buz?u.,"Buz?u, Romania",Attraction,,Buz?u,45.1525352,26.8153,0
The Vrancea Mountains and Buz?u Mountains.,"Buz?u, Romania",Attraction,N/A,Buz?u,0,0,0
Berca Mud Volcanoes,127555 Scor?oasa,Sights & Museums,Coordinates: 45�21?N 26�43?E,Buz?u,45.35992,26.71407,0
Berca Romania Mud Volcanoes,Buz?u,Tourist Information,Coordinates: 45�21?N 26�43?E,Buz?u,45.162483,26.818314,0
The Berca Mud Volcanoes,"Buz?u, Romania",Attraction,Coordinates: 45�21?N 26�43?E,Buz?u,45.2612015,26.766192,0
The amber museum in Col?i,"Buz?u, Romania",Attraction,"The page Amber museum in col?i does not exist. You can ask for it to be created, but consider checking the search results below to see whether the topic is already covered.",Buz?u,0,0,0
The Ciolanu Monastery and the M?gura sculpture camp,"Buz?u, Romania",Attraction,"M?gura is a commune in the Buz?u County of Romania, located on the right bank of the Buz?u River, in the hillside next to the Carpathian Mountains' curvature. It is composed of two villages, Ciuta and M?gura. It also included Ojasca and Unguriu villages from 1968 until 2004, when these were split off to form Unguriu Commune.",Buz?u,0,0,0
Ratesti Monastery,Strada Principal? 127121 C.A. Rosetti,Religious Place,"R?te?ti Monastery is a monastery of Eastern Orthodox nuns located in Berca Commune, Buz?u County, Romania, on the left bank of the Buz?u River.",Buz?u,45.008001,27.1467,0
The R?te?ti Monastery,"Buz?u, Romania",Attraction,"R?te?ti Monastery is a monastery of Eastern Orthodox nuns located in Berca Commune, Buz?u County, Romania, on the left bank of the Buz?u River.",Buz?u,45.008001,27.1467,0
The Amara Resort.,"Buz?u, Romania",Attraction,N/A,Buz?u,0,0,0
S?rata-Monteoru,Merei,Administrative Region,N/A,Buz?u,45.1446,26.64513,0
S?rata Monteoru,Strada Principal? 127366 Merei,Sights & Museums,Pe 23 februarie va avea loc o �nt�lnire a wikipedi?tilor din zona Moldovei �n Ia?i. Detalii ?i �nscrieri �n pagina �nt�lnirii.,Buz?u,45.14597,26.64264,0
Oficiul Po?tal S?rata-Monteoru,Strada Principal? 127366 Merei,Post Office,N/A,Buz?u,45.14647,26.6417,0
Casa David - Sarata Monteoru,Strada Principal? 127366 Merei,Hotel,N/A,Buz?u,45.144392,26.645822,0
Vila Olga - Sarata Monteoru,Merei,Accommodation,N/A,Buz?u,45.14699,26.64857,0
Salt Water Swimming Pool,Merei,Sport Facility/Venue,��,Buz?u,45.14969,26.63573,0
Ski Vidra Transalpina,DJ701D 247750 Voineasa,Leisure & Outdoor,N/A,Buz?u,45.42245,23.69544,0
Hotel Casino in Sarata Monteoru,127366 Merei,Hotel,N/A,Buz?u,45.148713,26.633199,0
Coresi Shopping Resort,Strada Zaharia Stancu 1 Bra?ov,Shopping Centre,COOKIES,Buz?u,45.67195,25.61633,0
Resort Ambient,Strada Nucilor 507055 Cristian,Hotel,N/A,Buz?u,45.62642,25.47894,0
Resort David,117630 Ruc?r,Hotel,N/A,Buz?u,45.38622,25.18005,0
Pension Natura,557190 Porumbacu de Jos,Accommodation,#Sanatate_Curata pe Valea Avrigului,Buz?u,45.676872,24.452483,0
Mistral Resort Moieciu,Strada Valea B?ng?leasa 507134 Moieciu,Accommodation,N/A,Buz?u,45.42302,25.36299,0
Alpin Hotel Resort & Spa,500001 Bra?ov,Hotel,N/A,Buz?u,45.59626,25.55132,0
Grand Hotel Balvanyos (Balvanyos Resort),DJ113 527160 Turia,Hotel,N/A,Buz?u,46.11676,25.9423,0
Cheile Gradistei,507131 Moieciu,Hotel,N/A,Buz?u,45.46372,25.30413,0
Cheile Gradistei Fundata,Fundata,Hotel,N/A,Buz?u,45.4515,25.2997,0
Valea Verde Resort,Strada Principal? 119 547057 Bahnea,Accommodation,N/A,Buz?u,46.26921,24.51006,0
Piatra Mare Hotel Resort,500001 Bra?ov,Hotel,N/A,Buz?u,45.59483,25.54803,0
The S?rata-Monteoru Resort.,"Buz?u, Romania",Attraction,N/A,Buz?u,45.45926511,25.70708232,0
Calarasi (C?l?ra?i),Romania,"City, Town or Village","C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,44.19657,27.3354,0
C?l?ra?i,Cluj,"City, Town or Village","C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,46.48551,23.85567,0
C?l?ra?i,Dolj,"City, Town or Village","C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,43.79224,24.04463,0
C?l?ra?i,Moldova,"City, Town or Village","C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,47.24362,28.31385,0
Prim?ria C?l?ra?i,407130 C?l?ra?i,Government or Community Facility,N/A,C?l?ra?i,46.48404,23.85407,0
C?l?ra?i Turda Hm.,DC68 407132 C?l?ra?i,Railway Station,N/A,C?l?ra?i,46.48748,23.88565,0
Primaria Municipiului C?l?ra?i,Strada Ion Heliade R?dulescu C?l?ra?i,Government or Community Facility,N/A,C?l?ra?i,44.19012,27.33492,0
Gara C?l?ra?i,Strada Victor Babe? C?l?ra?i,Railway Station,N/A,C?l?ra?i,44.19939,27.33388,0
Prim?ria C?l?ra?i,DN54A 207170 C?l?ra?i,Government or Community Facility,N/A,C?l?ra?i,43.79344,24.04822,0
C?l?ra?i,Strada 1 Decembrie 1918 C?l?ra?i,Hotel,"C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,44.19084,27.33108,0
Parchetul C?l?ra?i,Strada Grivi?a C?l?ra?i,Government or Community Facility,N/A,C?l?ra?i,44.1957,27.32724,0
Poli?ia C?l?ra?i,407130 C?l?ra?i,Police Station,N/A,C?l?ra?i,46.4842,23.85385,0
The town of C?l?ra?i;,"C?l?ra?i, Romania",Attraction,"C?l?ra?i (Romanian pronunciation:�[k?l??ra??] (listen)), the capital of C?l?ra?i County in the Muntenia region, is situated in south-east Romania, on the bank of Danube's Borcea branch, at about 12 kilometres (7 miles) from the Bulgarian border and 125 kilometres (78 miles)from Bucharest.",C?l?ra?i,45.1452625,25.70987167,0
Olteni?a,Calarasi,"City, Town or Village",Olteni?a (Romanian pronunciation:�[ol?tenit?sa]) is a city in Romania in the C?l?ra?i County on the left bank of the Arge? River where its waters flows into the Danube.,C?l?ra?i,44.09601,26.63948,0
Prim?ria Olteni?a,Bulevardul Republicii 915400 Olteni?a,Government or Community Facility,N/A,C?l?ra?i,44.08667,26.63766,0
Gara Olteni?a,Bulevardul Republicii 915400 Olteni?a,Railway Station,N/A,C?l?ra?i,44.08551,26.6449,0
Autogara Olteni?a,?oseaua C?l?ra?i 915400 Olteni?a,Public Transport,N/A,C?l?ra?i,44.09682,26.64212,0
"Modern,Oltenita",Bulevardul Republicii 55 915400 Olteni?a,Restaurant,N/A,C?l?ra?i,44.08617,26.64117,0
Tribunalul Olteni?a,Bulevardul Tineretului 915400 Olteni?a,Government or Community Facility,N/A,C?l?ra?i,44.087008,26.63853,0
Baza Siloz Olteni?a,Intrarea C?l?ra?i 915400 Olteni?a,Outdoor Area/Complex,N/A,C?l?ra?i,44.09543,26.65147,0
Poli?ia Olteni?a,Strada Arge?ului 109-111 Olteni?a,Police Station,N/A,C?l?ra?i,44.08539,26.63656,0
Oltenia Business Center,Bulevardul Dem R?dulescu R�mnicu V�lcea,Business & Services,N/A,C?l?ra?i,45.08692,24.36881,0
The town of Olteni?a;,"C?l?ra?i, Romania",Attraction,Olteni?a (Romanian pronunciation:�[ol?tenit?sa]) is a city in Romania in the C?l?ra?i County on the left bank of the Arge? River where its waters flows into the Danube.,C?l?ra?i,44.20065867,26.38896667,0
Fishing on the Danube.,"C?l?ra?i, Romania",Attraction,N/A,C?l?ra?i,0,0,0
Sfantu Gheorghe,Strada 1 Decembrie 1918 520023 Sf�ntu Gheorghe,Sights & Museums,"Sf�ntu Gheorghe (Romanian:�[?sf?ntu ??e?or?e]; Hungarian: Sepsiszentgy�rgy or Szentgy�rgy [???p?is???�r?] (listen); Yiddish: ??? ?????????) is the capital city of Covasna County, Romania. Located in the central part of the country and in the historical region of Transylvania, it lies on the Olt River in a valley between the Baraolt Mountains and Bodoc Mountains. The city administers two villages, Chilieni (Kily�n) and Co?eni (Szotyor).",Covasna,45.86497,25.79014,0
Gara Sf�ntu Gheorghe,Strada G?rii 520071 Sf�ntu Gheorghe,Railway Station,N/A,Covasna,45.86332,25.81006,0
City Slot Sfantu Gheorghe,520089 Sf�ntu Gheorghe,Going Out,N/A,Covasna,45.85773,25.79635,0
Prim?ria,Strada 1 Decembrie 1918 520008 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.86616,25.78842,0
City Shaworma,Strada Grof Miko Imre 520003 Sf�ntu Gheorghe,Food & Drink,N/A,Covasna,45.86479,25.78809,0
Profi City,Strada Narciselor Sf�ntu Gheorghe,Food & Drink,"Daca aveti sugestii, propuneri, intrebari, va rugam sa completati campurile de mai jos. Emailul dumneavoastra va ajunge la departamentul abilitat sa va raspunda! Va multumim!",Covasna,45.86223,25.79927,0
H?rnicia,Strada Nicolae B?lcescu 520027 Sf�ntu Gheorghe,Shop,N/A,Covasna,45.86429,25.79243,0
Covasna Chamber Of Commerce And Industry,520027 Sf�ntu Gheorghe,Business & Services,N/A,Covasna,45.86588,25.79202,0
Art of the Samurai,Strada Nicolae B?lcescu 520027 Sf�ntu Gheorghe,Sport Facility/Venue,N/A,Covasna,45.8646,25.79253,0
Consiliul Judetean Sfantu Gheorghe,Pia?a Libert??ii 520008 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.86676,25.78611,0
Biserica Sf�ntu Gheorghe,Strada Alexandru Voievod 115100 C�mpulung,Religious Place,N/A,Covasna,45.26344,25.03749,0
Kaufland Sf�ntu-Gheorghe,Strada Lunca Oltului 520036 Sf�ntu Gheorghe,Food & Drink,"cauta produse precum bere, tv, mobila, scutece",Covasna,45.86977,25.80075,0
Sf�ntu Gheorghe,Strada Janos Kriza 520085 Sf�ntu Gheorghe,Public Transport,"Sf�ntu Gheorghe (Romanian:�[?sf?ntu ??e?or?e]; Hungarian: Sepsiszentgy�rgy or Szentgy�rgy [???p?is???�r?] (listen); Yiddish: ??? ?????????) is the capital city of Covasna County, Romania. Located in the central part of the country and in the historical region of Transylvania, it lies on the Olt River in a valley between the Baraolt Mountains and Bodoc Mountains. The city administers two villages, Chilieni (Kily�n) and Co?eni (Szotyor).",Covasna,45.862447,25.787266,0
Zumba Sfantu Gheorghe,Strada Kos Karoly 520055 Sf�ntu Gheorghe,Educational Facility,N/A,Covasna,45.86072,25.78498,0
China Market,Strada Tavaszy Sandor 520023 Sf�ntu Gheorghe,Shopping Centre,N/A,Covasna,45.86292,25.78975,0
Prefectura Sf�ntu Gheorghe,Strada Gabor Aron 520008 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.86674,25.78587,0
Biserica Sf�ntu Gheorghe,Bulevardul 15 Noiembrie 29 Bra?ov,Religious Place,N/A,Covasna,45.647819,25.603096,0
Vama Sf�ntu Gheorghe,DN12 527166 Arcu?,Government or Community Facility,N/A,Covasna,45.88758,25.80872,0
The city of Sf�ntu Gheorghe,"Covasna, Romania",Attraction,"Sf�ntu Gheorghe (Romanian:�[?sf?ntu ??e?or?e]; Hungarian: Sepsiszentgy�rgy or Szentgy�rgy [???p?is???�r?] (listen); Yiddish: ??? ?????????) is the capital city of Covasna County, Romania. Located in the central part of the country and in the historical region of Transylvania, it lies on the Olt River in a valley between the Baraolt Mountains and Bodoc Mountains. The city administers two villages, Chilieni (Kily�n) and Co?eni (Szotyor).",Covasna,45.82012033,25.74074122,0
The resorts in the mountains around:,"Covasna, Romania",Attraction,N/A,Covasna,0,0,0
Covasna,Romania,"City, Town or Village","Covasna (Romanian pronunciation:�[ko?vasna] (listen), Hungarian: Kov�szna, Hungarian pronunciation:�[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600�m. It is known for its natural mineral waters and mofettas.",Covasna,45.84495,26.16916,0
Covasna,Strada Unirii 525200 Covasna,Hotel,"Covasna (Romanian pronunciation:�[ko?vasna] (listen), Hungarian: Kov�szna, Hungarian pronunciation:�[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600�m. It is known for its natural mineral waters and mofettas.",Covasna,45.84421,26.17472,0
Covasna,Costuleni,Administrative Region,"Covasna (Romanian pronunciation:�[ko?vasna] (listen), Hungarian: Kov�szna, Hungarian pronunciation:�[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600�m. It is known for its natural mineral waters and mofettas.",Covasna,47.00604,27.84491,0
Prim?ria Covasna,Strada Gheorghe Doja 525200 Covasna,Government or Community Facility,N/A,Covasna,45.84459,26.16875,0
Covasna Hm.,Strada Gara Mare 525200 Covasna,Railway Station,N/A,Covasna,45.85795,26.14698,0
Autogara Covasna,Strada ?tefan cel Mare 525200 Covasna,Public Transport,N/A,Covasna,45.8468,26.16581,0
Remat Covasna,Sf�ntu Gheorghe,Business & Services,N/A,Covasna,45.861477,25.813719,0
Apia Covasna,Strada Locotenent P?i? David Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.85054,25.80565,0
Hotel Covasna,Strada 1 Decembrie 1918 1 525200 Covasna,Hotel,N/A,Covasna,45.84612,26.17037,0
Ajofm Covasna,Bulevardul Gen. Grigore B?lan 14 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.868299,25.79421,0
Hotel Montana,Strada Toth 525200 Covasna,Hotel,N/A,Covasna,45.84355,26.18177,0
Winter Rally Covasna,Strada Livezii 3 520031 Sf�ntu Gheorghe,Sport Facility/Venue,N/A,Covasna,45.8597,25.7875,0
Vinalcool Covasna,Strada Ciucului 520019 Sf�ntu Gheorghe,Shop,N/A,Covasna,45.87161,25.79537,0
Dacia,Strada Unirii 525200 Covasna,Hotel,N/A,Covasna,45.84438,26.17431,0
Inspectoratul ?colar Covasna,Strada Victor Babe? Sf�ntu Gheorghe,Educational Facility,N/A,Covasna,45.86596,25.78177,0
I.T.M. Covasna,Strada Muncitorilor 520032 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.85592,25.78816,0
Strada Covasna,Bucharest,Street or Square,N/A,Covasna,44.37926,26.11557,0
Inspectoratul ?colar Jude?ean Covasna,Strada Porumbeilor 520004 Sf�ntu Gheorghe,Government or Community Facility,N/A,Covasna,45.86607,25.78166,0
Covasna,"Covasna, Romania",Attraction,"Covasna (Romanian pronunciation:�[ko?vasna] (listen), Hungarian: Kov�szna, Hungarian pronunciation:�[?kova?sn?] (listen), German: Kowasna) is a town in Covasna County, Transylvania, Romania, at an altitude of 550?600�m. It is known for its natural mineral waters and mofettas.",Covasna,45.83652367,26.09224383,0
B?ile Balvanyos,527160 Turia,Administrative Region,N/A,Covasna,46.1091,25.9591,0
Grand Hotel Balvanyos (Balvanyos Resort),DJ113 527160 Turia,Hotel,N/A,Covasna,46.11676,25.9423,0
Cetatea Balvanyos,DJ113 527160 Turia,Landmark/Attraction,N/A,Covasna,46.1134,25.95977,0
"Cabana Istvana, Balvanyos",DJ113 527160 Turia,Transport,N/A,Covasna,46.108698,25.961687,0
Gastrolab Balvanyos,DJ113 527160 Turia,Restaurant,N/A,Covasna,46.116512,25.943241,0
Strada Balvanyos,525400 T�rgu Secuiesc,Street or Square,N/A,Covasna,46.005,26.12787,0
"V�r panzi�, B�lv�nyos",DJ113 527160 Turia,Hotel,N/A,Covasna,46.038785,26.050135,0
B�lv�ny utca,5900 Orosh�za Hungary,Street or Square,N/A,Covasna,46.56943,20.68124,0
Balv�nyos,"Covasna, Romania",Attraction,N/A,Covasna,46.14721063,25.32816788,0
Malna?-B?i,Malna?,Administrative Region,N/A,Covasna,46.03342,25.82365,0
Malna? B?i,DJ122B 527118 Malna?,Railway Station,N/A,Covasna,46.036151,25.824349,0
?coala Primar? Malna?-B?i,DJ122B 527118 Malna?,Educational Facility,N/A,Covasna,46.03286,25.82388,0
Malna? (Malnas),Covasna,"City, Town or Village",N/A,Covasna,46.0074,25.84109,0
Malna? h.,DN12 527117 Malna?,Railway Station,N/A,Covasna,46.00147,25.84191,0
Primaria Malnas,DN12 527117 Malna?,Government or Community Facility,N/A,Covasna,46.0081,25.84087,0
Oficiu Po?tal Malna?-B?i,DJ122B 527118 Malna?,Post Office,N/A,Covasna,46.033,25.82382,0
Oficiu Postal Malnas,527117 Malna?,Post Office,N/A,Covasna,46.00872,25.84419,0
